instance sat lad vbbjdpd ttvbbjudpd32i ttvbbjdpd32j ttvbbjdpd32g vf2 snd
g25_g49 1 62.990000 15 21 18 16 100000000 1259.000
g25_g50 1 122.981000 148 220 219 205 100000000 1420.00
g26_g27 0 5.999000 16 14 10 14 100000000 654.000
g26_g32 1 310.952000 665 1524 1214 1423 0 2377.000
g26_g40 1 198.969000 219 282 340 303 100000000 1841.000
g26_g50 1 265.959000 181 238 207 224 0 1787.000
g27_g32 1 734.888000 650 1255 1367 1241 0 3369.000
g27_g50 1 229.965000 352 241 234 250 100000000 235693.000
g28_g29 1 38.994000 12 18 18 20 100000000 1035.000
g28_g30 1 35.994000 12 17 17 20 100000000 1012.000
g28_g31 1 67.989000 13 22 21 19 100000000 1035.000
g28_g32 1 112.982000 604 1369 1265 1326 0 2327.000
g28_g33 0 3.999000 3 7 7 7 100000000 650.00
g28_g37 1 61523.646000 100000000 7031 100000000 7278 100000000 100000000
g28_g38 0 3.999000 2 7 8 8 100000000 334.000
g28_g40 1 86.986000 190 309 361 298 100000000 1723.000
g28_g43 1 100000000 100000000 32 71 21 100000000 100000000
g28_g44 1 60.990000 21 18 22 19 100000000 2295.000
g28_g45 1 36.994000 22 20 27 20 100000000 2386.000
g28_g46 1 43.993000 18 17 13 18 100000000 1082.000
g28_g47 1 36.994000 20 15 16 16 100000000 1237.000
g28_g48 1 69.989000 19 16 14 15 100000000 1194.000
g28_g49 1 5683.136000 100000000 444 201 629 100000000 100000000
g28_g50 1 121.981000 147 232 224 232 101 1892.000
g29_g30 0 .999000 17 21 21 21 7844173 789.000
g29_g31 1 11.998000 53 28 24 26 0 1416.000
g29_g32 1 1100.832000 687 1313 1281 1294 0 6072.000
g29_g40 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g29_g44 0 .999000 20 16 37 19 100000000 1536.000
g29_g45 0 .999000 19 20 19 18 100000000 1297.000
g29_g50 0 100000000 221 242 232 226 100000000 100000000
g3_g10 0 3.999000 5 20 22 21 10 384.000
g3_g11 0 3.999000 1 10 9 11 1121 315.000
g3_g12 0 4.999000 1 10 9 9 109503 332.000
g3_g13 1 0 2 12 13 13 1 322.000
g3_g14 1 .999000 2 11 10 10 8 294.000
g3_g15 1 .999000 2 9 10 11 0 304.000
g3_g16 1 1.999000 3 10 12 10 106 549.000
g3_g17 0 .999000 1 8 8 9 2 337.000
g3_g18 0 10.998000 0 6 7 7 2 342.000
g3_g19 0 6.998000 2 9 9 10 362 341.000
g3_g20 1 3.999000 6 22 18 21 0 323.000
g3_g21 1 8.998000 75 217 174 208 0 377.000
g3_g22 1 .999000 3 9 11 12 62 381.000
g3_g23 1 2.999000 3 12 11 12 27 295.000
g3_g24 0 .999000 1 8 9 8 0 419.000
g3_g25 1 0 1 11 11 11 0 285.000
g3_g26 1 1.999000 5 12 11 11 1183 465.000
g3_g27 1 3.999000 6 14 13 14 3 310.00
g3_g28 0 .999000 1 6 7 6 0 359.000
g3_g29 1 5.999000 9 18 18 17 0 443.000
g3_g30 1 4.999000 11 17 23 15 0 487.000
g3_g31 1 4.999000 12 19 20 30 0 361.000
g3_g32 1 7.998000 622 1326 1396 1317 0 487.000
g3_g33 0 115.982000 7 26 35 24 3200 2867.000
g3_g34 0 54.991000 1 6 7 7 4 447.000
g3_g35 1 3.999000 6 14 15 13 0 307.000
g3_g36 0 75.988000 4 12 17 14 225 1123.000
g3_g37 1 3.999000 5 10 11 11 2 381.000
g3_g38 0 1.999000 2 9 9 9 129742 495.000
g3_g39 0 128.980000 7 21 33 24 770 2298.000
g3_g4 1 0 0 8 10 7 0 271.000
g3_g40 1 10.998000 180 374 287 372 0 544.000
g3_g41 0 158.975000 15 27 39 25 2751 3934.000
g3_g42 1 5.999000 5 12 13 13 0 316.000
g3_g43 1 7.998000 21 26 24 26 0 343.000
g3_g44 1 4.999000 12 17 17 16 10 638.000
g3_g45 1 4.999000 18 20 25 18 15 620.00
g3_g46 1 5.999000 10 15 16 14 1 484.000
g3_g47 1 3.999000 10 16 14 22 1 434.000
g3_g48 1 8.998000 8 15 23 15 2 443.000
g3_g49 1 8.998000 8 16 15 18 81 393.000
g3_g5 0 .999000 0 7 8 7 0 270.00
g3_g50 1 21.996000 143 220 218 237 0 567.000
g3_g6 0 0 0 10 10 9 1 265.000
g3_g7 0 0 0 6 7 7 10700 263.000
g3_g8 0 4.999000 1 12 16 13 70 416.000
g3_g9 0 1.999000 1 11 11 12 13 437.000
g30_g31 0 .999000 51 24 21 21 100000000 1265.000
g30_g32 0 3.999000 696 1293 1261 1279 0 1827.000
g30_g40 0 3.999000 276 340 335 330 100000000 2113.000
g30_g44 0 0 19 18 18 21 100000000 558.000
g30_g45 0 .999000 25 19 17 18 100000000 624.000
g30_g50 0 3.999000 216 225 234 228 100000000 2222.000
g31_g32 1 965.853000 692 1360 1294 1306 0 7132.000
g31_g40 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g31_g50 0 100000000 181 247 235 241 100000000 11037.000
g33_g37 0 52.991000 76 16 19 16 100000000 1567.000
g33_g38 0 1.999000 5 8 7 8 0 418.000
g33_g40 1 379.942000 209 278 350 306 100000000 2413.000
g33_g43 0 64.990000 24 12 12 11 100000000 2025.000
g33_g44 0 273603.405000 48722 3000 2928 5291 100000000 4062.000
g33_g45 0 228241.302000 43665 4605 4648 4939 100000000 3916.000
g33_g46 0 852.870000 45 20 22 20 100000000 1972.000
g33_g47 0 736.887000 47 23 21 28 100000000 2093.000
g33_g48 0 2116.678000 85 26 36 26 100000000 4332.000
g33_g49 0 11586676.557000 1705280 201128 109389 211112 100000000 100000000
g33_g50 1 100000000 100000000 221 230 235 100000000 15593.000
g34_g35 0 7.998000 12 7 7 8 1056 3502.000
g34_g36 0 396.939000 17 9 8 7 2010 1595.000
g34_g37 0 177349.038000 1239950 65844 66853 128204 100000000 17909709.000
g34_g38 0 .999000 9 8 9 8 100000000 357.000
g34_g39 0 6.998000 18 8 8 7 733 2327.000
g34_g40 1 184.971000 195 346 336 335 1488 2762.000
g34_g41 0 34.994000 36 10 11 11 3326 9547.000
g34_g42 0 764.883000 189 48 58 46 1214226 7906.000
g34_g43 0 17.997000 19 13 12 18 100000000 5840.00
g34_g44 0 13.997000 23 13 12 22 100000000 6498.000
g34_g45 0 10.998000 22 16 13 16 100000000 5373.000
g34_g46 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g47 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g48 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g49 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g35_g37 1 13257.984000 1355 240 216 950 100000000 582073.000
g35_g38 0 4.999000 7 8 10 8 0 391.000
g35_g40 1 1460.777000 99239506 338 319 335 100000000 3070.00
g35_g41 0 1.999000 10 10 8 9 0 1079.000
g35_g42 0 301.954000 8 9 9 8 100000000 1423.000
g35_g43 0 28.995000 24 12 12 11 100000000 2250.00
g35_g44 0 10.998000 31 14 14 14 100000000 4017.000
g35_g45 0 11.998000 30 16 13 13 100000000 2877.000
g35_g46 0 127.980000 35 15 18 17 100000000 1543.000
g35_g47 0 76.988000 36 18 23 15 100000000 1578.000
g35_g48 0 149.977000 42 16 16 17 100000000 1976.000
g35_g49 0 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g35_g50 1 100000000 2016 247 215 239 100000000 100000000
g36_g37 1 117.982000 466 46 20 37 100000000 5923.000
g36_g38 0 4.999000 5 7 9 9 73048 372.000
g36_g40 1 2039.689000 335 349 314 377 100000000 4403.000
g36_g41 0 9.998000 16 9 11 11 13695 1174.000
g36_g42 0 304.953000 10 9 9 9 100000000 1415.000
g36_g43 0 13.997000 19 13 13 13 100000000 2516.000
g36_g44 0 13.997000 53 16 17 14 100000000 5086.000
g36_g45 0 10.998000 37 15 13 13 100000000 4251.000
g36_g46 0 33929659.907000 56 19 27 23 100000000 18978.000
g36_g47 0 30470014.853000 56 21 26 21 100000000 254386.000
g36_g48 0 100000000 91 30 37 30 100000000 15677.000
g36_g49 0 429738.669000 31 12 13 15 100000000 5964.000
g36_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g37_g38 0 .999000 6 11 10 13 18143 446.000
g37_g40 1 100000000 2364634 14994159 4141656 3891085 100000000 100000000
g37_g43 0 18.997000 17 14 13 13 100000000 1296.000
g37_g44 0 19.996000 68 16 16 14 100000000 1688.000
g37_g45 0 11.998000 64 17 17 16 100000000 1731.000
g37_g46 0 186.971000 81 16 15 16 100000000 1695.000
g37_g47 0 104.984000 122 24 16 24 100000000 1794.000
g37_g48 0 121.981000 91 20 19 20 100000000 1849.000
g37_g49 0 2420.632000 21 15 14 15 100000000 1790.00
g37_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g38_g40 1 179.972000 942154 302 352 336 100000000 2365.000
g38_g43 0 15.997000 12 13 14 16 100000000 1687.000
g38_g44 0 33.994000 31 16 18 25 100000000 1031.000
g38_g45 0 27.995000 32 17 19 17 100000000 1052.000
g38_g50 1 248.962000 159 229 246 233 100000000 2447.000
g39_g40 1 242.963000 615272 357 329 375 12379 3027.000
g39_g41 0 3.999000 11 8 7 9 4214660 798.000
g39_g42 0 39.993000 19 8 8 8 100000000 1871.000
g39_g43 0 10.998000 38 12 13 13 100000000 4104.000
g39_g44 0 19.996000 46 15 13 14 100000000 4203.000
g39_g45 0 11.998000 37 14 13 14 100000000 4585.000
g39_g46 0 6294.043000 62 25 35 31 100000000 9736.000
g39_g47 0 6006.086000 101 28 39 27 100000000 9647.000
g39_g48 0 13957.878000 140 33 50 40 100000000 23407.000
g39_g49 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g39_g50 1 100000000 100000000 990 484 510 100000000 100000000
g4_g10 0 0 0 6 7 5 0 316.000
g4_g11 0 0 0 7 6 6 0 303.000
g4_g12 0 .999000 1 8 8 7 0 326.000
g4_g13 0 0 1 6 6 7 6 342.000
g4_g14 0 0 0 6 6 6 3 335.000
g4_g15 1 .999000 2 10 10 11 0 282.000
g4_g16 0 0 1 7 7 6 0 343.000
g4_g20 0 49.992000 14 25 29 24 6154 3314.000
g4_g21 1 9.998000 82 201 162 208 0 516.000
g4_g22 0 0 1 6 7 6 2 327.000
g4_g23 1 .999000 6 14 16 14 24 309.000
g4_g25 1 .999000 1 13 13 13 6 325.000
g4_g26 1 1.999000 6 13 14 14 0 366.000
g4_g27 1 2.999000 6 15 16 17 0 330.00
g4_g28 0 0 0 6 7 6 0 333.000
g4_g29 0 13.997000 9 16 18 25 4 524.000
g4_g30 0 10.998000 12 15 16 17 4 564.000
g4_g31 0 20.996000 11 30 24 18 7 601.000
g4_g32 1 23.996000 601 1258 1392 1287 0 522.000
g4_g33 0 .999000 2 8 8 7 0 337.000
g4_g37 0 12.998000 12 13 16 13 5 550.00
g4_g38 0 .999000 1 7 8 6 0 301.000
g4_g40 1 28.995000 204 363 300 361 0 575.000
g4_g41 0 .999000 3 7 8 7 0 387.000
g4_g42 0 1.999000 6 10 11 11 153 492.000
g4_g43 1 7.998000 24 26 26 28 12 365.000
g4_g44 0 18.997000 18 23 21 23 18 546.000
g4_g45 0 11.998000 18 21 20 25 12 793.000
g4_g46 0 14.997000 18 16 16 17 1 555.000
g4_g47 0 12.998000 14 14 16 16 1 564.000
g4_g48 0 13.997000 15 17 16 18 1 596.000
g4_g49 1 7.998000 35 18 20 22 1 361.000
g4_g5 0 .999000 0 6 5 6 0 278.000
g4_g50 1 24.996000 142 217 223 216 0 559.000
g4_g6 0 .999000 0 6 6 6 0 271.000
g4_g7 0 .999000 0 7 6 7 0 362.000
g4_g9 0 0 0 7 6 7 0 260.00
g40_g50 0 2.999000 304 423 451 422 17941233 3671.000
g41_g42 0 10.998000 11 8 8 8 100000000 1685.000
g41_g43 0 21.996000 30 16 15 15 100000000 560.00
g41_g44 0 20.996000 55 13 14 12 100000000 529.000
g41_g45 0 11.998000 41 14 14 13 100000000 555.000
g41_g46 0 2810.572000 65 29 29 24 100000000 5685.000
g41_g47 0 2901.558000 67 25 33 25 100000000 5915.000
g41_g48 0 6588.998000 161 39 40 42 100000000 5802.000
g41_g49 0 100000000 100000000 76394351 100000000 100000000 100000000 8216.000
g41_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42_g43 0 11.998000 45 12 13 12 100000000 565.000
g42_g44 0 21.996000 56 15 14 15 23195 537.000
g42_g45 0 11.998000 38 13 15 14 20494 497.000
g42_g46 0 120.981000 45 14 16 15 1 1679.000
g42_g47 0 99.984000 45 17 13 15 0 1652.000
g42_g48 0 110.983000 49 16 19 25 1 1793.000
g42_g49 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g43_g44 0 1.999000 48 18 16 19 100000000 974.000
g43_g45 0 .999000 48 31 17 25 100000000 945.000
g43_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g44_g45 0 5.999000 19 18 16 20 100000000 668.000
g44_g50 0 373.943000 172 231 217 229 100000000 7843.000
g45_g50 0 29.995000 171 236 230 226 100000000 6326.000
g46_g47 0 0 22 16 16 18 100000000 1010.00
g46_g48 1 22.996000 90 22 17 19 83 1632.000
g46_g50 0 19627.016000 180 229 224 220 100000000 5654.000
g47_g48 0 4.999000 78 17 19 17 100000000 1030.00
g47_g50 0 25.996000 153 218 228 219 100000000 5046.000
g48_g50 0 22878.521000 182 204 219 223 100000000 5265.000
g49_g50 -1 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g5_g11 0 .999000 0 6 6 6 0 303.000
g5_g12 0 0 1 8 7 7 0 305.000
g5_g13 1 .999000 2 13 12 11 0 355.000
g5_g14 1 .999000 2 12 13 12 0 317.000
g5_g15 1 .999000 2 11 11 10 0 315.000
g5_g16 0 3.999000 3 13 13 12 28 564.000
g5_g20 1 3.999000 8 18 19 30 0 358.000
g5_g21 1 6.998000 81 203 187 220 0 410.00
g5_g22 1 1.999000 4 13 11 13 0 327.000
g5_g23 1 .999000 4 14 13 12 0 300.0
g5_g25 1 0 1 10 11 11 0 317.000
g5_g26 1 .999000 5 13 12 12 20 435.000
g5_g27 1 2.999000 9 13 15 14 0 317.000
g5_g28 0 0 1 6 7 7 0 310.00
g5_g29 1 6.998000 8 17 17 16 0 339.000
g5_g30 1 4.999000 8 19 18 15 0 464.000
g5_g31 1 7.998000 10 19 20 19 0 338.000
g5_g32 1 13.997000 599 1327 1476 1300 0 427.000
g5_g33 0 .999000 3 15 13 13 0 512.000
g5_g37 1 6.998000 5 10 9 14 260 396.000
g5_g38 0 0 2 7 7 6 0 294.000
g5_g40 1 16.997000 184 349 304 352 0 529.000
g5_g41 1 .999000 9 16 18 17 0 438.000
g5_g42 1 2.999000 17 16 18 17 0 408.000
g5_g43 1 3.999000 15 20 18 18 0 354.000
g5_g44 1 5.999000 13 17 21 19 34 723.000
g5_g45 1 6.998000 13 17 17 19 47 657.000
g5_g46 1 8.998000 11 15 20 19 9 568.000
g5_g47 1 5.999000 13 13 14 13 9 524.000
g5_g48 1 8.998000 9 20 15 22 1 527.000
g5_g49 1 7.998000 9 15 15 13 0 341.000
g5_g50 1 18.997000 142 223 238 230 0 515.000
g5_g6 0 .999000 0 7 7 6 0 255.000
g5_g7 0 0 0 7 6 7 0 247.000
g6_g11 0 .999000 3 13 12 13 1 320.00
g6_g12 0 3.999000 1 10 10 9 10 318.000
g6_g13 1 45.993000 4 11 10 11 269 628.000
g6_g14 1 4.999000 4 12 12 14 4747 923.000
g6_g15 1 1.999000 11 11 12 11 37 312.000
g6_g16 1 2.999000 2 9 10 10 240 378.000
g6_g20 1 7.998000 7 17 22 16 0 367.000
g6_g21 1 9.998000 76 212 200 198 0 470.00
g6_g22 0 2.999000 1 7 8 7 7095 446.000
g6_g23 1 3.999000 7 13 12 12 0 347.000
g6_g25 1 3.999000 205 16 21 16 2243 438.000
g6_g26 1 3.999000 4 12 12 12 10 432.000
g6_g27 1 6.998000 4 14 15 13 0 384.000
g6_g28 0 0 0 6 7 7 0 412.000
g6_g29 1 16.997000 9 17 17 17 612 443.000
g6_g30 1 10.998000 9 17 17 19 846 671.000
g6_g31 1 11.998000 10 17 21 19 0 585.000
g6_g32 1 37.994000 598 1276 1421 1263 0 543.000
g6_g33 0 1.999000 3 8 8 7 386 479.000
g6_g37 1 10.998000 6 13 11 12 1415 536.000
g6_g38 0 1.999000 3 9 11 9 11 339.000
g6_g40 1 22.996000 182 302 341 300 0 668.000
g6_g41 0 1.999000 4 8 8 7 290 625.000
g6_g42 0 19.996000 7 13 12 13 26696 2260.00
g6_g43 1 10.998000 16 20 17 18 185 536.000
g6_g44 1 12.998000 17 19 25 17 0 735.000
g6_g45 1 6.998000 15 19 18 17 0 682.000
g6_g46 1 13.997000 10 14 13 18 1099 718.000
g6_g47 1 11.998000 9 14 13 20 714 678.000
g6_g48 1 17.997000 10 16 16 16 1542 727.000
g6_g49 1 13.997000 10 15 16 15 0 647.000
g6_g50 1 45.993000 145 227 216 222 0 737.000
g6_g7 0 .999000 0 7 7 7 3 269.000
g7_g11 0 0 0 6 6 7 0 329.000
g7_g12 0 .999000 1 8 8 8 100000000 364.000
g7_g13 0 0 0 7 6 7 16 332.000
g7_g14 0 0 0 8 6 7 0 388.000
g7_g15 0 0 0 6 7 8 393 307.000
g7_g16 0 .999000 1 7 8 8 0 356.000
g7_g20 0 278.957000 224 128 191 140 100000000 37826.000
g7_g21 1 23.996000 76 183 223 191 0 634.000
g7_g22 0 .999000 1 7 7 7 0 413.000
g7_g23 0 .999000 2 9 8 8 5511 507.000
g7_g25 0 .999000 1 6 7 8 3 424.000
g7_g26 0 0 3 8 7 8 3580 442.000
g7_g27 0 .999000 4 10 9 10 100000000 587.000
g7_g28 0 .999000 1 7 7 6 0 355.000
g7_g29 0 170.974000 30 25 30 25 100000000 688.000
g7_g30 0 97.985000 51 22 26 26 100000000 769.000
g7_g31 0 141.978000 43 31 39 34 100000000 623.000
g7_g32 1 67.989000 619 1300 1408 1267 0 802.000
g7_g33 0 .999000 2 7 7 8 0 511.000
g7_g37 0 5.999000 13 12 12 14 4 609.000
g7_g38 1 1.999000 5 11 12 15 0 420.00
g7_g40 1 71.989000 232 327 363 300 10312877 950.00
g7_g41 0 0 2 9 9 7 0 444.000
g7_g42 0 0 3 7 9 9 0 597.000
g7_g43 0 7847212.042000 83224514 11293308 14517917 16167160 100000000 100000000
g7_g44 0 129.980000 42 33 31 32 100000000 676.000
g7_g45 0 72.988000 44 32 35 34 100000000 714.000
g7_g46 0 85.986000 25 22 23 22 23 727.000
g7_g47 0 82.987000 25 22 21 23 25 722.000
g7_g48 0 111.982000 32 27 28 26 979021 789.000
g7_g49 0 954.854000 21154 3757 2790 4209 100000000 10951349.000
g7_g50 1 74.988000 145 240 218 221 209 740.00
g8_g10 0 0 1 8 9 8 0 296.000
g8_g11 0 .999000 1 7 6 6 3 294.000
g8_g12 0 2.999000 1 7 7 8 710 375.000
g8_g13 0 35.994000 16 15 27 19 339852 883.000
g8_g14 0 3.999000 4 11 11 10 6098 420.00
g8_g15 0 448.931000 1080 140 121 417 6326121 56671.000
g8_g16 1 5.999000 3 9 9 11 167 416.000
g8_g19 0 .999000 1 7 7 7 0 402.000
g8_g20 1 15.997000 8 20 17 20 100000000 448.000
g8_g21 1 30.995000 78 215 201 225 0 616.000
g8_g22 0 8.998000 5 9 8 8 30 497.000
g8_g23 0 903.862000 1876 360 736 164 100000000 383667.000
g8_g25 0 .999000 1 7 6 7 303918 350.00
g8_g26 0 1363.792000 1548 353 141 178 100000000 737158.000
g8_g27 1 218.966000 114 17 18 19 3464814 7938.000
g8_g28 0 0 0 8 7 6 0 376.000
g8_g29 1 26.995000 14 19 26 20 100000000 801.000
g8_g30 1 25.996000 30 18 17 21 100000000 667.000
g8_g31 1 47.992000 19 22 19 22 100000000 882.000
g8_g32 1 34.994000 611 1392 1164 1400 0 796.000
g8_g33 0 6.998000 4 7 8 7 3 518.000
g8_g35 0 4.999000 8 8 8 10 0 520.00
g8_g36 0 .999000 13 12 12 11 0 516.000
g8_g37 1 187.971000 18 14 16 14 89087 20976.000
g8_g38 0 2.999000 3 9 10 9 1056 390.00
g8_g40 1 46.992000 190 348 319 333 39834807 854.000
g8_g41 0 6.998000 4 8 7 7 3 575.000
g8_g42 0 97.985000 10 16 11 12 9258 2240.00
g8_g43 1 95.985000 15 17 16 18 1430799 93595.000
g8_g44 1 42.993000 20 17 20 18 9855294 756.000
g8_g45 1 28.995000 20 16 25 18 12238471 834.000
g8_g46 0 11193.298000 465 80 100 106 17353401 2491.000
g8_g47 0 10534.398000 456 77 89 89 16982575 2431.000
g8_g48 0 78460.072000 6026 314 283 981 100000000 4643.000
g8_g49 1 38.994000 17 16 16 20 64783178 1722.000
g8_g50 1 78.987000 146 233 217 208 100000000 1031.000
g8_g9 0 0 0 6 7 7 0 356.000
g9_g10 0 0 0 6 6 6 0 409.000
g9_g11 0 .999000 2 8 8 8 0 332.000
g9_g12 0 2.999000 2 9 9 9 0 307.000
g9_g13 0 .999000 4 9 8 8 100000000 418.000
g9_g14 0 .999000 3 8 8 10 427064 389.000
g9_g15 0 .999000 17795 561 8734 7392 100000000 450.00
g9_g16 0 5.999000 4 9 8 9 6991 421.000
g9_g20 1 16.997000 8 20 23 22 14660936 506.000
g9_g21 1 29.995000 77 202 187 207 0 591.000
g9_g22 0 5.999000 3 8 7 7 1981 453.000
g9_g23 1 6.998000 6 11 13 13 22099 533.000
g9_g25 0 .999000 1 7 6 7 11295369 455.000
g9_g26 1 5.999000 9 12 12 12 28 494.000
g9_g27 1 10.998000 68 12 11 14 2806281 562.000
g9_g28 0 0 1 7 7 6 0 387.000
g9_g29 0 92.985000 246 154 158 158 100000000 1521.000
g9_g30 0 86.986000 375 150 161 149 100000000 1125.000
g9_g31 0 216.967000 1713 212 288 227 100000000 2537.000
g9_g32 1 66.989000 599 1344 1272 1369 0 823.000
g9_g33 0 1.999000 4 8 7 7 0 468.000
g9_g37 0 138.978000 13 12 13 13 7179065 39308.000
g9_g38 0 2.999000 5 10 9 10 0 345.000
g9_g40 1 35.994000 184 348 284 359 8181167 1067.000
g9_g41 0 0 6 9 10 9 0 491.000
g9_g42 0 77.988000 7 11 10 12 127588 5411.000
g9_g43 1 13.997000 15 15 16 16 3789712 945.000
g9_g44 0 99.984000 10435 1731 1867 2215 100000000 3005.000
g9_g45 0 97.985000 9918 1930 1674 2461 100000000 5108.000
g9_g46 0 42.993000 17 15 17 18 18287981 667.000
g9_g47 0 26.995000 12 17 17 22 17399812 920.00
g9_g48 0 52.991000 15 22 21 26 100000000 749.000
g9_g49 1 17.997000 12 19 16 15 550797 636.000
g9_g50 1 71.989000 150 211 226 226 0 953.000
images_CVIU11_1_119 0 19245.074000 4236 670 579 665 12833 2473246.000
images_CVIU11_1_131 0 4345.339000 833 112 157 111 3112 426951.000
images_CVIU11_1_50 0 19436.045000 3676 537 459 549 12279 2117024.000
images_CVIU11_1_81 0 7164.910000 2294 284 333 297 5155 809088.000
images_CVIU11_10_110 0 256.960000 1490 187 224 191 43 48180.00
images_CVIU11_10_139 0 355.945000 464 76 101 79 33 60117.000
images_CVIU11_10_20 0 1004.847000 3643 539 455 539 146 105710.00
images_CVIU11_10_50 0 1905.710000 3123 566 452 554 195 84116.000
images_CVIU11_10_58 0 373.943000 749 143 173 139 42 22841.000
images_CVIU11_10_60 0 605.907000 2437 276 336 286 80 64704.000
images_CVIU11_10_93 0 1014.845000 1785 272 342 272 110 43345.000
images_CVIU11_11_4 0 3819.419000 12367 1859 1815 1921 392 1233109.000
images_CVIU11_11_72 0 3651.444000 15958 2222 2156 2188 438 1322231.000
images_CVIU11_11_8 0 3374.487000 5921 726 771 726 292 744669.000
images_CVIU11_12_115 0 3106.527000 2667 361 425 346 344 1901321.000
images_CVIU11_12_137 0 897.863000 205 51 54 54 105 244402.000
images_CVIU11_12_141 0 961.853000 373 97 79 96 117 365011.000
images_CVIU11_12_4 0 4348.338000 3034 572 524 575 610 2767383.000
images_CVIU11_13_11 0 238.963000 1635 189 217 191 4 209404.000
images_CVIU11_13_118 0 114.982000 1922 256 311 248 6 606567.000
images_CVIU11_13_128 0 659.899000 2122 406 335 393 8 1092900.0
images_CVIU11_13_13 0 187.971000 2790 343 416 337 7 724486.000
images_CVIU11_13_30 0 281.957000 5306 719 649 712 13 1409749.000
images_CVIU11_13_46 0 572.912000 2990 351 417 347 10 778466.000
images_CVIU11_13_7 0 208.968000 2914 496 435 481 14 1351714.000
images_CVIU11_14_106 0 4935.249000 1961 237 300 245 5909 1055945.000
images_CVIU11_14_146 0 7884.801000 2985 566 511 586 10132 1941324.000
images_CVIU11_14_16 0 989.849000 2053 243 264 245 1028 244335.000
images_CVIU11_14_31 0 5370.183000 4349 555 502 553 6888 1483654.000
images_CVIU11_14_63 0 5543.157000 3810 529 476 527 7734 1829444.000
images_CVIU11_14_96 0 1929.706000 2570 279 324 281 2796 618466.000
images_CVIU11_15_146 0 4168.366000 12450 1754 1814 1745 571 2824936.000
images_CVIU11_16_143 0 1564.762000 824 124 152 125 459 504037.000
images_CVIU11_16_37 0 7585.846000 2940 561 433 535 2013 5524361.000
images_CVIU11_16_55 0 1446.780000 656 123 155 121 439 592587.000
images_CVIU11_17_107 0 1537.766000 2359 345 378 329 66 314175.000
images_CVIU11_17_14 0 393.940000 457 93 81 94 22 67010.00
images_CVIU11_17_82 0 2595.605000 2630 311 395 320 106 696229.000
images_CVIU11_18_137 0 750.885000 381 64 70 66 96 102284.000
images_CVIU11_18_139 0 1066.837000 1343 176 201 181 154 146809.000
images_CVIU11_18_27 0 2569.609000 3185 361 424 377 324 671898.000
images_CVIU11_18_33 0 3066.533000 9928 1266 1153 1293 901 2222549.000
images_CVIU11_18_82 0 3867.412000 2099 311 394 306 427 990870.00
images_CVIU11_18_85 0 5843.111000 1833 509 416 503 644 1433555.000
images_CVIU11_19_129 0 2147.673000 1216 165 166 167 610 212855.000
images_CVIU11_19_131 0 5196.210000 4388 488 530 494 1517 822562.000
images_CVIU11_2_24 0 606.907000 1541 188 190 175 11 140396.000
images_CVIU11_2_33 0 13835.896000 8729 1246 1158 1255 66 7140769.000
images_CVIU11_2_50 0 12347.122000 7379 896 840 899 59 6274922.000
images_CVIU11_2_54 0 2906.558000 2222 252 288 250 18 986892.000
images_CVIU11_2_60 0 3833.417000 5162 517 591 519 28 1665157.000
images_CVIU11_2_63 0 7497.860000 7143 829 780 834 42 3277633.000
images_CVIU11_2_79 0 1832.721000 1967 287 312 287 12 519086.000
images_CVIU11_20_134 0 33695.877000 3784 637 649 611 835 1002131.000
images_CVIU11_20_31 0 6225.053000 10676 1705 1688 1646 1286 2070620.00
images_CVIU11_20_46 0 41402.705000 7201 912 1110 947 1597 1641390.00
images_CVIU11_20_72 0 8107.767000 15104 2379 2355 2381 1365 2511860.00
images_CVIU11_20_88 0 4783.272000 12453 1907 1896 2218 1399 2717821.000
images_CVIU11_21_102 0 3333.493000 4449 519 546 513 384 530092.000
images_CVIU11_21_119 0 18212.231000 24884 2344 2262 2356 1683 4297034.000
images_CVIU11_21_9 0 5531.159000 3965 454 494 440 610 1260222.000
images_CVIU11_22_100 0 843.871000 331 57 59 58 3762 156581.000
images_CVIU11_22_107 0 2830.569000 926 146 194 147 14370 738303.000
images_CVIU11_22_110 0 1442.780000 1470 190 222 188 7033 406543.000
images_CVIU11_22_118 0 3117.526000 1731 225 295 222 17106 870519.000
images_CVIU11_22_12 0 4093.377000 2164 277 348 275 19570 1060485.000
